Erreferentz,color_1_walk,color_1_bike
6793149,18,17
6793148,17,2
6793147,2,1
6793146,24,5
6693128,10,2
6793144,20,1
6793143,13,4
6693141,20,21
6693138,0,21
6693097,10,14
6693095,1,11
6693080,22,9
6793240,0,11
6693126,0,12
6693124,23,3
6693120,7,23
6693122,8,13
6693133,5,21
6893013,23,20
6693118,4,12
6893020,3,5
6693025,23,14
6693045,19,15
6693047,15,0
6693048,9,8
6693059,5,7
6693050,7,18
6693053,24,10
6693055,18,24
6693091,15,6
6693119,17,23
6693057,13,14
6693042,24,1
6693070,3,6
6693039,23,19
6693004,12,12
6793238,14,12
6793237,7,10
6793234,15,11
6793150,5,1
6793182,4,10
6793181,15,3
6793177,19,6
6793163,21,19
6692025,17,7
6692015,7,0
6692020,17,6
6692023,10,2
6692031,3,24
6692021,21,15
6693116,5,24
6893040,23,19
6793218,24,9
6793219,15,7
6793247,8,9
6793229,12,3
6793227,12,18
6793226,23,8
6793225,19,9
6793224,4,11
6793223,1,10
6793222,23,23
6793243,19,13
6793085,23,13
6793117,22,4
6893041,7,10
6893007,6,15
6793165,6,16
6793164,24,22
6793003,15,10
6793205,3,11
6793022,24,10
6793009,10,7
6793013,15,11
6793021,5,17
6793015,7,21
6793040,22,0
6793011,18,6
6793038,2,10
6793042,9,7
6793044,22,11
6793228,18,23
6792078,15,15
6792074,2,21
6793211,13,20
6793175,0,18
6792049,0,20
6793184,16,19
6793239,5,21
6793007,7,22
6693111,14,14
6693007,18,8
6693005,14,8
6793196,11,5
6793160,23,22
6693031,3,14
6693037,5,24
6693034,9,3
6693032,3,8
6693006,6,17
6793171,12,0
6793016,23,1
6793256,5,22
6793130,7,4
6793132,8,14
6793131,24,4
6693038,15,18
6087138,5,16
6385002,17,12
5558001,12,12
5489006,18,4
5993007,22,11
6189039,23,12
4994030,18,14
4994008,18,17
4994029,13,5
4994009,15,14
4994012,10,20
4994010,22,4
4586001,11,9
8494195,17,6
7382157,24,1
7884109,17,23
7884010,8,4
7984037,7,13
7884016,6,9
6892166,5,14
6892079,6,1
6892034,2,17
6793063,21,3
6793050,14,4
6793081,7,22
6793084,1,21
6793080,17,1
6793079,9,21
6893011,19,13
6893010,13,16
6793187,11,12
6793186,18,2
6893005,12,8
6893054,20,7
6893055,22,9
6793199,21,24
6893057,12,16
6893058,15,15
6793072,18,0
6793077,2,10
6893076,15,11
6893075,24,0
6893073,1,9
6893072,18,12
6893078,24,17
6893067,1,2
6893038,10,20
6892063,20,22
6892137,23,9
6893046,14,12
6793091,7,1
6793073,6,3
6893074,8,18
6893065,18,11
6793202,21,4
6793255,3,14
6793068,0,10
5869007,1,20
8391403,7,22
8391402,11,4
6762101,12,16
6762103,19,3
6858002,13,6
6857008,18,22
6659021,0,12
6762011,16,8
6762008,17,15
6762001,21,5
6762003,0,1
6762017,11,16
6757006,20,7
6757017,0,16
6761055,8,9
6762041,23,6
6762042,1,22
6762077,5,8
6762044,21,10
6762058,16,23
6761065,7,23
6658035,14,9
6659012,20,12
6659017,10,13
6762049,19,24
6762064,22,24
6658045,19,9
6762051,9,5
6762030,16,7
6762022,0,2
6957008,21,16
6957013,16,18
6762007,18,10
6762027,10,10
6762004,12,24
6761032,2,20
6761056,17,23
5581004,20,3
8390053,0,8
8390017,15,18
8390071,9,14
8390041,6,7
8390211,4,1
8590002,24,16
8490004,7,22
8490009,19,20
7184006,13,15
7385001,24,19
7481005,8,15
7285001,11,9
7282002,5,0
7183007,4,7
7083015,13,5
7481003,2,6
7282021,15,16
7481004,2,20
7385002,5,23
6792191,18,7
6692094,16,7
6692145,12,11
6792098,15,0
6792070,24,13
6792108,19,13
6792046,2,24
6692135,16,0
6693021,21,22
6693030,0,14
6693023,7,3
6693019,16,3
6693094,19,14
6693132,4,14
6692050,14,10
6693140,15,13
6693142,5,2
6792009,22,18
6792010,10,11
6792011,14,21
6792097,18,14
6792094,20,5
6792093,11,15
6792092,16,6
6792079,4,3
6792081,9,19
6792043,5,7
6792041,12,16
6792040,11,18
6792039,21,6
6792055,19,22
6792054,23,24
6792053,22,12
6692107,6,20
6792115,20,4
6692041,3,14
6692042,4,21
6792114,17,4
6792112,21,22
6792107,19,15
6792103,16,21
6692044,15,12
6692045,13,6
6692046,7,3
6792020,15,15
6792101,15,12
6792099,21,1
6692011,5,11
6692051,13,14
6692001,5,10
6692005,7,16
6692004,2,1
6692003,20,15
6692024,17,15
6692030,2,9
6692029,12,8
6692012,21,24
6692026,13,0
6692168,13,2
6792197,23,6
6792220,1,10
6692092,3,5
6792032,8,16
6793209,24,24
6692138,24,6
6692008,12,24
6692007,13,14
6692151,19,20
6792389,11,11
6792111,8,7
6792110,17,18
6792109,15,13
6792102,23,13
6792073,18,22
6693028,23,21
6693026,7,22
6693078,6,2
6693033,22,18
6692165,0,7
6693096,0,4
6693137,22,22
6693134,21,3
6692022,6,16
6692108,20,19
6692191,2,7
6190008,10,24
7571005,20,5
6868004,5,19
5588008,20,22
7776094,5,4
7776093,23,24
7986249,5,15
4381464,1,9
4381484,19,12
8276005,7,11
4785279,10,19
4277005,7,5
7268008,8,1
7365002,19,20
7266051,24,2
7366005,22,13
7367004,4,11
7268007,12,19
7268003,7,4
7265001,10,2
7366023,7,11
7266050,11,5
7366025,10,13
7187026,8,2
6591003,17,18
7288002,20,2
7482052,1,16
7185005,0,5
7384002,18,13
7083010,22,14
7384010,3,11
7185001,21,2
7185002,8,15
7185003,18,1
7186001,19,1
6984001,6,6
7083007,1,24
7482055,18,0
7383027,8,4
7283009,5,12
7183006,4,9
7183004,8,21
7184008,9,4
7182004,14,19
7183013,18,9
6876022,7,5
7280020,9,23
7281008,13,4
7481013,17,2
7481012,7,24
7380009,2,24
7379006,2,17
7380001,23,8
7480002,16,3
7381002,22,16
7481001,14,22
7281002,9,5
7180001,22,4
7380012,5,24
6761051,0,18
6659009,17,23
6658015,6,13
6658020,23,21
6658019,11,21
6658006,11,7
6658007,17,21
6658030,1,14
6762095,3,23
6658027,24,1
6761014,23,8
6761054,8,7
6761068,17,5
6660010,3,9
6861007,0,20
6757019,11,18
6761050,16,19
6761028,8,24
6761009,15,7
6761010,10,17
6761018,8,2
6761011,18,12
6761005,21,6
6761013,18,20
6658029,5,18
6757023,8,11
6956003,15,7
6658039,2,13
6659011,24,0
6659007,0,2
6859003,13,5
6761016,21,11
6660048,7,0
6858005,22,20
6659033,19,5
6761025,1,21
6761038,11,16
6658040,7,23
6658002,21,11
6861004,16,24
6861005,2,11
6762039,9,17
6763008,4,12
6763003,8,6
6761002,14,20
6956007,9,24
6956005,24,2
6757020,8,16
6658036,15,15
6860004,10,10
6659016,0,0
6761060,17,6
6761001,19,3
6658046,14,1
7357001,3,1
6659037,4,3
6659034,14,8
6659008,21,3
6659010,6,0
6658043,1,12
6459001,18,18
6559003,4,12
6659005,3,21
6658032,0,12
6658028,1,14
6762085,13,4
6762096,11,6
6762094,7,18
6762092,0,21
6762089,24,2
6762088,21,14
6762093,16,4
6762097,15,14
6762098,17,23
6762086,3,8
6762072,21,10
6762066,14,24
6659013,12,16
6658022,21,12
6658018,10,18
6658017,14,15
6660009,3,14
6757034,9,10
6658001,3,1
6558006,21,12
6458002,16,21
6659036,14,9
6659035,1,19
6659031,24,5
6659030,17,24
6659027,18,3
6659026,11,24
6761040,15,3
6761037,16,12
6761004,9,12
6761007,17,3
6761003,18,9
6761015,12,22
6762084,6,6
6762079,21,17
6761066,20,0
6762062,12,12
6761067,8,2
6761058,12,17
6757036,17,10
6761036,1,2
6761041,15,13
6761006,9,19
6762035,16,22
6560002,17,13
6660004,23,2
6757008,22,18
6859002,5,11
6658044,22,3
6659032,19,12
6960002,10,13
6658013,15,10
6658016,11,3
7356001,21,0
6659015,19,18
6558007,10,24
6762028,15,15
6658025,20,7
6659004,18,8
6859001,7,16
6762032,1,23
6658008,9,5
6659018,3,9
6658047,14,14
6658023,15,23
6658010,10,10
6762059,8,0
6857002,2,23
6658038,11,11
6857007,24,12
6762065,2,8
6762057,6,6
6762014,13,11
6659022,24,12
6762005,9,6
9297047,11,2
5758036,7,20
5859041,23,9
5758009,14,13
5758077,11,9
5859007,10,16
5962063,5,19
7566009,12,13
7566004,15,8
7568002,3,7
7366024,15,3
7467009,7,20
7466058,10,15
7466059,10,21
7468036,1,24
6660018,4,21
6660019,16,21
6660020,24,9
6661005,18,10
6576044,7,21
6495060,15,20
6495102,1,18
6293001,13,22
6494043,10,15
6491008,7,24
6294002,11,16
6494134,9,18
6494135,3,22
7579050,8,21
7480006,24,9
7579089,13,11
7579086,16,1
7579227,21,4
7579233,14,0
7579234,14,0
7579084,19,18
7578032,24,9
7579068,0,24
7579049,0,1
7578031,9,12
7578014,21,18
7578007,22,8
7578016,13,8
9493016,12,15
9493027,23,1
9493019,0,7
9493014,15,17
7478022,0,13
7478002,21,22
7478007,10,23
7478012,2,17
7478014,24,16
7478013,13,24
7478034,0,20
7478055,14,1
7478010,15,13
7478011,5,17
7478036,9,3
7478035,0,23
7478032,20,12
3865009,8,15
3762063,22,9
6268011,4,21
6269004,9,5
6369012,3,15
6369022,19,15
6369004,13,12
6370019,23,11
6369005,21,21
6369007,10,7
6566022,18,6
6268006,16,3
6566001,17,12
6366020,5,9
6366010,9,6
6366011,11,8
6366015,2,10
6369023,19,3
6370021,24,11
6369013,13,11
6366018,6,9
6367022,23,3
6268004,4,13
6268001,6,14
6169001,1,10
6169002,7,24
6369021,4,18
6369020,22,19
6270021,22,12
6568004,22,15
6569005,10,10
6569002,14,6
6566195,19,4
6566259,22,6
6566290,11,9
6267005,19,15
6268009,15,15
6266005,13,14
6273001,4,20
6270009,18,11
6270008,11,12
6173007,2,14
6173006,21,7
6173015,3,6
6173001,0,2
6173004,3,24
6173003,21,14
6566287,18,21
6266047,9,16
6372002,11,10
6566152,15,16
6466113,3,12
6466045,13,17
6466047,8,11
6466052,10,16
6466027,18,5
6466028,0,15
6172012,17,0
6172003,4,11
6466016,14,0
6569004,13,2
6569003,20,10
6666012,24,14
6266058,21,5
6565021,17,1
6466102,5,1
6369011,19,15
6170001,7,8
6172005,9,24
6366032,13,4
6266021,10,19
6266018,15,24
6565024,21,23
7382151,13,21
7282014,3,14
7382135,9,2
7382143,6,20
7382140,20,11
7382158,5,12
7382177,4,1
7382167,5,22
7382166,1,21
7382165,21,7
7382170,17,0
7382168,22,8
7382163,9,12
7382164,12,9
7382137,17,16
7382138,2,23
7382153,8,4
7382146,12,21
7382159,6,22
7382147,18,23
7382172,1,24
7382142,16,11
7382136,7,4
7382176,6,14
7382145,18,12
7382160,11,8
7382154,19,20
7382171,5,10
7382190,3,13
7382174,18,4
5466090,12,17
9698134,5,6
9698132,9,6
9698214,8,9
9698017,20,9
8793009,9,10
8792041,12,1
8792027,6,22
7795006,21,4
7795026,11,24
8596226,10,0
7795044,17,24
8195279,17,24
7795033,1,0
8492095,13,23
8492100,15,22
8292041,12,17
5064003,12,4
7591099,6,6
7876003,18,0
7776016,20,10
7777007,5,16
7777025,3,15
7777005,21,16
7777004,24,19
7877043,3,18
7777026,15,15
7776023,20,6
7776032,13,3
7776003,18,17
7877016,24,8
7776015,12,0
7776092,12,3
6664138,7,11
6664146,18,4
6664213,21,7
6664220,19,21
6664228,13,6
6664216,12,3
6664215,12,2
6665006,16,19
6665010,15,11
6664101,4,19
6664102,0,7
6664239,10,13
6664237,2,15
6664236,10,3
6664238,0,14
6664235,16,8
6764002,17,8
6664306,0,13
8691021,13,21
8078002,11,21
7878001,12,12
7977095,2,1
7877026,23,13
7976002,5,5
7877004,18,18
7978002,10,2
7978008,21,10
7976003,22,16
7977001,19,7
9899798,5,11
9899792,3,8
9797013,20,3
9797014,14,10
9799490,3,0
9797005,4,14
9799610,19,6
9799500,21,6
9799585,9,3
9799416,11,9
9796010,24,0
9799431,16,14
9899809,6,11
9899786,3,22
9899806,6,2
9899807,20,14
9899808,7,13
9899793,19,10
9899794,17,3
9899772,3,20
9899796,14,12
9899626,14,4
9899828,0,4
9899699,13,3
9899687,19,16
9899593,24,20
9496017,7,3
9796009,0,10
9596015,24,0
9596008,5,19
9496007,22,13
9696002,3,21
9899469,17,21
9899795,7,14
9899797,11,9
0394002,8,10
0394001,13,10
0194001,13,13
0195001,21,7
9597026,10,4
9597016,8,22
9597023,10,3
9597020,14,20
9899774,2,13
9899776,8,21
9899468,20,7
9597066,3,20
9799433,15,5
9899811,6,23
0096001,3,19
9597014,21,16
7475124,0,7
5491147,0,8
5171022,8,0
6094380,2,18
6094381,3,4
6094383,21,15
6094382,23,17
6094229,14,1
6094185,20,14
6094186,6,24
6094187,0,17
6094189,1,20
6094190,6,2
6094191,20,15
6094192,23,7
6094206,19,20
6094209,16,17
6094205,2,7
9702340,13,18
9702401,6,13
7985244,0,22
7985245,5,6
8186017,15,16
8186015,18,0
8186013,18,5
8086127,20,11
8086126,0,15
8187082,6,17
8086125,2,6
6495015,22,4
5866083,13,18
5866084,24,4
5866085,5,2
5866086,14,9
5866092,7,15
5866089,19,6
5866090,16,7
5866091,14,9
4583016,1,15
4382062,5,16
4382073,16,14
4582017,22,22
4482094,22,4
4281350,3,20
4281359,15,16
4483002,18,17
4482098,6,17
4383005,21,18
4583021,16,14
4482095,24,14
4583017,21,24
4583022,17,2
4582025,24,16
4382069,19,13
4382078,11,2
4381405,1,5
4382090,6,17
4381204,20,20
4384016,15,0
4381550,1,16
4185014,8,5
4185002,0,14
4181031,2,20
4482051,4,5
4381520,16,22
4282018,5,13
4483012,1,9
4281335,1,23
4480005,24,23
4381636,2,4
4381637,4,15
4480002,1,2
4381697,18,5
4381143,1,18
4381141,16,12
4381583,14,6
4281084,6,7
4484001,24,2
4384010,6,16
4583009,10,23
4480001,13,12
7066009,3,7
7066003,23,12
7066002,8,22
7166010,18,13
7166008,20,1
7166003,0,1
7066007,14,22
7166009,6,5
7067004,23,7
7066006,20,12
7066005,10,13
7166012,1,1
7067033,22,11
7067009,3,21
6666094,2,12
6566322,23,11
7171083,9,2
7171078,9,4
7171053,0,7
4774058,11,16
4774055,17,18
4774514,9,21
6892009,17,24
6591015,1,19
6692128,19,12
6992022,3,3
6892074,10,17
6792144,12,23
6792127,18,1
6791032,14,19
6791051,4,10
6792185,19,2
6792306,18,12
6792305,19,0
6792151,11,10
6792153,8,1
6892024,9,4
6892001,22,15
6892030,4,23
6892115,4,1
6992013,7,1
6992026,16,22
6792274,9,5
6792278,0,4
6792277,7,8
6792276,16,4
6792275,7,15
6792375,12,7
6591016,12,5
6792361,7,6
6790013,12,24
6792384,23,6
6792383,11,0
6792352,1,7
6890005,8,21
6792342,6,7
6689003,10,4
6792334,10,14
6792359,10,5
6792358,15,23
6792355,17,20
6792354,1,17
6792343,7,8
6792135,16,10
6792158,17,22
6792237,1,1
6692101,4,20
6792176,8,11
6692102,3,23
6892071,10,14
6892070,24,2
6892076,19,6
6892075,11,10
6791005,8,21
6691020,16,0
6691019,20,23
6692178,4,3
6692177,21,6
6792014,1,22
6891006,7,9
6792143,8,7
6792142,22,11
6892072,21,21
6792236,15,0
6792234,14,24
6792232,23,9
6792222,23,14
6792230,21,4
6792238,23,12
6792228,3,4
6792227,6,19
6792189,2,1
6792180,17,16
6792226,13,8
6792225,11,21
6792224,14,3
6792246,20,18
6792248,4,20
6792231,24,5
6792253,22,24
6792250,13,2
6792249,6,8
6792247,24,14
6792256,5,22
6692132,10,3
6692131,4,19
6692130,13,13
6692129,14,13
6792045,19,12
6792085,19,19
6792083,13,13
6792218,1,16
6892111,9,0
6792205,9,8
6792199,3,3
6792200,2,22
6792201,6,10
6892134,2,11
6792198,2,19
6792229,2,13
6892138,8,0
6892139,18,22
6892141,5,24
6892144,1,10
6792233,19,10
6692033,17,9
6792025,11,9
6792047,3,0
6692072,9,16
6692073,3,8
6792021,22,17
6792188,0,14
6892051,9,5
6692183,20,16
6692065,0,13
6692182,23,14
6792036,6,4
6792033,16,24
6792031,9,21
6792052,8,20
6792138,21,9
6792240,14,10
6792219,24,13
6792215,9,9
6892039,24,10
6892038,23,1
6892036,8,11
6793096,20,20
6791037,19,17
6791039,14,21
6791040,6,10
6791041,2,8
6792195,7,3
6792212,19,23
6791052,7,4
6792183,17,19
6792131,19,5
6791014,21,6
6791003,22,4
6792217,10,10
6892123,18,17
6892110,6,13
6792206,12,24
6892159,18,17
6791011,24,16
6792390,1,15
6892037,16,12
6892032,15,6
6692162,9,22
6692085,23,2
6692185,10,20
6892002,16,6
6992003,12,8
6992008,1,11
6992025,24,13
6992027,0,19
6792243,11,2
6792242,10,17
6791049,20,17
6692079,17,1
6892169,21,17
6892170,16,17
6792194,15,2
6892082,22,6
6792137,15,15
6792244,23,23
6692009,22,19
6992015,4,18
6992014,8,13
6992007,6,17
6692105,8,17
6790015,4,10
6691021,0,11
7475148,18,7
7475149,20,18
7475150,22,10
7475151,21,0
7475152,0,20
7475154,8,11
6465099,20,8
6465103,6,11
6495005,11,5
6492011,14,9
6066018,23,7
6066016,21,9
6066028,5,13
6066023,13,20
6066032,11,24
7675009,8,3
7775036,4,22
7674002,4,22
7775022,7,1
7675010,10,14
7674007,8,24
7674013,15,16
7675013,8,8
7775014,16,7
7675002,5,2
7675003,1,15
7675005,18,19
7675014,16,4
7775040,2,5
7675006,3,3
7775013,23,3
6892174,2,17
6892175,4,13
6094085,17,22
6094083,16,17
6262056,21,7
9096051,23,6
9298007,9,6
9298014,8,23
9298024,3,7
9398025,0,2
9298016,10,13
8996554,4,20
8996544,12,4
8997208,11,10
8997207,17,17
9298040,3,1
9298010,13,1
8997201,5,9
9198003,20,10
9297010,2,7
9097027,17,16
9397017,16,5
9397016,13,20
9197036,17,10
8996570,4,12
8996571,5,22
8996573,11,22
9794001,16,19
9294153,16,9
9095111,23,21
9294263,17,16
9194142,21,13
9194124,9,6
9294341,23,7
9294338,6,8
9794004,3,7
9287002,13,7
9193012,7,4
9194002,24,17
9194219,2,2
9194121,16,1
9793002,7,23
9591001,17,11
6965126,4,6
5581033,21,11
9494022,19,4
9494023,17,16
9294448,1,8
9394058,1,15
9494029,0,5
9293044,9,12
9293072,5,20
9293058,19,2
9293059,11,5
9293029,23,6
8497060,8,12
8397387,24,24
8397370,16,0
8397393,22,11
8397392,11,17
8397391,24,3
8397388,7,8
8397016,9,20
8397017,1,18
8397712,14,8
8397706,24,21
8473010,15,2
6767232,3,12
6767237,13,19
6767228,24,0
9799533,13,19
9698151,19,23
9698138,7,2
9698101,14,20
9698078,17,17
9799233,12,13
9799024,2,17
9698052,23,5
9698037,10,17
9598028,21,12
9698040,2,20
9698039,1,18
9698059,3,13
9698053,8,3
9698054,16,17
9699352,6,18
9698043,8,5
9698036,21,1
9698057,16,24
9698038,13,6
9698042,10,1
9698008,23,8
9698006,21,7
9799380,2,1
9799361,3,11
9698150,1,18
9698097,16,22
9698023,2,23
9698046,1,16
9698044,16,7
9799187,19,5
9799188,3,16
9898037,5,22
9698076,8,17
9698143,23,0
9799279,3,7
9696004,13,0
9698160,4,11
9799324,23,6
9799325,24,7
9799326,11,14
0099029,11,5
9698024,12,23
9698051,16,18
9799404,14,17
0197005,3,16
9598047,17,14
0098007,6,15
9998006,2,21
9699104,8,8
0097011,16,8
0097004,23,18
0097012,4,3
0099027,1,18
9698096,10,23
9698237,1,2
9798060,3,6
9696003,20,23
9798327,5,24
9798005,22,18
9798031,24,16
9698187,12,7
9798325,14,1
9798326,8,24
9798320,19,16
9798035,2,24
9798046,5,18
9698194,5,1
9398016,3,5
9598182,14,7
9598184,3,15
9798232,19,19
9798233,14,22
9798226,6,5
9798217,19,7
9798236,7,10
9798230,14,2
9798319,0,5
9798318,13,14
9698182,2,11
9798323,22,17
9798321,5,4
9798322,10,12
9798158,7,11
9798006,17,3
9798016,4,7
9798002,21,13
9798066,17,16
9798065,11,23
9798033,20,15
9798030,8,22
9798029,2,1
9798036,8,18
9798189,13,24
0198004,4,21
5194012,2,22
4995106,24,14
4995168,22,9
4995190,6,5
4796008,7,1
5294120,12,3
4796010,1,20
4995164,17,8
4796009,11,5
4796016,21,4
4895022,4,0
4895016,1,10
4895026,1,10
4895020,9,21
4894005,17,3
5094007,16,19
5093002,23,13
4894002,10,10
4796017,22,19
4694001,14,17
4995279,1,20
4995281,8,18
4995261,4,17
5095071,16,12
4893009,15,3
5092006,20,22
4995189,5,6
4995247,23,1
5094014,8,11
5094010,7,4
4892003,8,0
5294115,11,17
4694003,18,0
5091004,7,11
4895028,4,18
5092010,23,8
4793001,4,19
5293242,9,16
5293243,22,22
5294114,22,17
4895024,10,13
4995334,18,17
4478001,19,24
4775023,10,15
4775012,14,5
4775066,22,24
4773087,2,21
4675002,23,21
4675003,8,17
5864007,8,20
5964013,8,4
5963066,13,6
5963039,10,18
5963035,5,1
6063001,20,6
6063007,1,24
5864002,11,22
5964002,10,7
5964017,16,22
5964003,4,16
6576015,16,18
6377004,7,2
6674003,18,3
6377003,20,13
6576040,1,2
6576032,3,20
6576026,3,24
6576006,15,9
8697546,12,14
8071023,15,8
8171001,11,1
7977104,16,17
7977110,13,24
7977108,14,22
8392025,14,2
8290104,11,19
6567025,6,16
7990131,6,15
7990037,9,14
7990132,14,4
7990133,20,13
7990047,15,10
7476103,15,9
7476085,8,23
7476082,10,15
6386009,24,0
8292061,18,16
8292033,7,21
7091059,1,13
5981338,12,11
5981440,7,11
7986163,23,16
7383111,14,15
7383112,24,24
7383040,18,10
7383065,20,7
7383106,12,14
3968082,13,14
3968091,0,11
4266017,12,17
4167058,13,20
3968045,24,1
3969040,21,4
4070001,24,8
4266021,8,7
4068096,3,3
4068095,15,4
4167010,22,16
3969032,7,2
4166008,4,24
4169018,9,15
4269005,0,12
4169012,22,21
4369006,13,13
4167014,5,0
4070003,13,15
3968006,0,6
3968008,24,16
3968002,10,22
3869007,22,23
3867005,2,23
4170003,15,9
3768001,5,2
4166019,7,12
4166018,14,16
3968087,22,5
3968088,16,12
4165013,9,10
4166002,2,15
4168221,21,3
4168220,11,1
3968052,2,13
3968097,4,22
4265005,17,1
4266001,22,19
4266007,24,3
4266004,11,5
3968043,18,2
4168132,12,16
4268173,22,3
4069012,7,15
4069003,24,20
4266002,1,1
4168225,4,12
4166012,14,8
4167019,12,24
4167018,0,9
4167008,5,2
4167016,5,14
4168175,10,24
4168164,22,14
4168163,15,12
4168162,12,2
4168161,11,19
3867006,17,22
3969034,7,13
4166005,3,1
4166016,20,23
4166007,16,10
4066005,22,11
4066007,6,4
4266003,4,5
4068046,14,10
4068042,19,19
4167119,19,19
4167118,22,8
4167028,9,2
4266008,14,16
4268038,6,3
4269010,8,18
4071002,6,8
4168084,22,1
3867013,2,18
8288024,13,17
8288027,14,19
8288026,21,19
8288025,2,2
8288072,5,18
8288071,20,0
8288084,11,8
8288022,13,16
4381596,16,13
5466108,10,24
4167037,13,17
4167083,8,13
4167025,13,10
4167042,4,21
4167049,17,11
4167041,11,14
4167040,7,4
4167039,15,18
4167038,23,15
4167085,18,0
4167084,21,21
4170004,10,8
9194137,6,3
9704001,19,19
9705001,4,21
9705008,22,11
9704024,6,10
9704023,22,18
9704020,19,22
9704022,23,3
9704021,21,22
8493033,14,9
8493018,21,0
6290040,19,0
7896042,20,19
7896019,16,2
7896005,2,6
7795025,3,3
7796006,13,10
7896069,1,3
7796005,15,22
7795043,10,15
8092043,7,19
7795024,11,10
7796011,18,1
7795019,3,19
7795032,7,23
9998085,6,13
9998083,20,23
9998084,10,15
4795012,20,4
5571430,11,18
5571431,12,9
4167129,16,17
4167130,10,15
4166022,24,17
4167055,1,2
4167120,12,18
4167044,15,21
4167063,14,18
8492084,24,14
8492089,13,21
7996036,22,21
7996037,14,1
7595002,6,23
7996001,13,14
8492090,14,14
7896034,1,22
7795021,22,11
7595012,14,6
9399024,14,12
5767003,3,19
6067005,12,15
5966009,3,23
5867003,8,1
5665011,0,20
5767005,21,21
6067030,23,1
5866067,3,24
5767011,0,12
5665010,19,3
5666001,11,7
5766022,16,18
5766018,15,17
5867007,12,22
5867010,7,21
5767009,1,6
5867006,2,3
5766013,15,4
5965003,16,2
5965007,7,19
5967008,16,19
5868031,21,13
5868035,11,9
5865005,17,20
5866035,21,24
5866066,2,24
5967011,11,24
5571001,0,2
5671021,5,9
5671004,21,18
5571004,18,18
5571017,9,17
5571045,23,16
5671057,17,20
5571062,4,0
5671060,1,1
5671059,7,18
5571024,3,20
5571090,1,21
5571085,10,13
5571096,15,19
5571091,20,8
5571092,3,10
5571094,3,19
5571055,21,5
5571038,16,19
5571041,2,13
5571034,12,3
5571033,23,5
5570110,12,21
5570111,23,11
5570112,20,1
5571026,12,8
5571035,6,15
5571059,17,8
5571056,12,24
5571037,21,21
5570148,17,17
5570138,20,17
5571063,3,6
5571088,24,4
5571069,16,6
5571077,14,19
5571025,14,21
5571051,21,11
5571046,17,20
5671043,4,20
5671055,5,18
5671038,8,6
5671048,17,11
5671049,7,6
5671053,9,12
5671054,1,23
5671109,9,17
5671041,21,0
5671042,9,23
5571028,13,21
5571029,2,11
5571030,8,13
5571032,20,4
5571054,15,10
5671105,1,23
5671078,21,18
5671079,16,4
5671080,9,17
5571093,15,20
5671084,23,18
5671085,17,1
5671091,24,18
5571082,0,18
5571072,15,9
5571083,22,1
5571070,1,4
5571068,7,2
5571067,16,19
5671026,6,8
5572012,23,16
5572006,10,11
5572005,12,19
5673001,13,3
5671036,19,14
5671034,11,14
5571013,12,13
5671152,15,17
5673007,21,9
5573008,13,18
5574002,4,15
5571003,13,8
5571002,10,17
5571018,4,21
5571019,23,19
5571061,6,0
5571048,21,20
5571014,6,23
5671033,5,18
5671006,22,20
5671010,19,5
5671012,2,13
5671013,23,23
5671014,6,16
5671015,16,16
5672004,13,17
5573012,7,23
5571015,20,8
5572004,11,17
5671040,16,5
5574007,8,19
5574008,9,14
5570113,9,21
5474007,16,12
5571027,3,2
5571073,7,21
5571079,13,14
5671092,15,20
5671099,5,15
5671103,14,24
5671110,11,21
5671098,11,10
5671156,20,21
5671097,13,8
5671101,11,3
5671089,22,13
5671157,23,4
5474003,0,14
5671063,18,1
5571042,19,22
5571065,5,17
5571066,17,7
5671087,18,21
5671088,5,9
5571043,1,21
5571074,7,16
5574001,3,10
5772007,18,12
5574011,21,14
5673002,11,5
5573002,2,8
5574004,6,17
5574009,16,17
5574013,4,5
5574006,21,7
5570121,10,6
5570115,0,24
5570100,5,4
5570092,8,1
5570093,7,13
5570094,4,20
5672005,8,2
5773001,22,9
5772005,2,19
5573011,0,13
5772006,15,3
5673005,15,13
5574005,22,18
5573003,20,11
5671095,15,3
5672002,12,18
5673008,20,12
5474006,24,20
5574014,9,8
5573006,19,8
5570152,6,6
5962091,6,4
5962023,17,6
9697005,2,8
9897023,10,19
9598072,7,12
9598124,17,3
9598070,8,1
9598071,18,14
9597080,20,20
9597081,13,13
9598085,3,8
9598221,15,8
8492035,17,2
8492037,13,20
8492008,21,16
8496132,13,12
8496042,12,1
8492091,16,3
8492085,6,5
8393001,15,11
7994015,16,22
7994019,13,18
8989001,3,8
8990001,4,4
8990002,20,14
7994025,23,12
8092031,16,14
7992005,2,18
7992003,11,2
7996030,3,23
7996032,23,3
7994003,3,2
8795027,3,11
8795024,3,1
8795017,3,12
8795015,22,0
8192002,17,18
8192001,17,16
7992001,5,16
7992004,2,7
7994004,5,21
8194106,9,8
8193036,0,21
8193028,21,14
8193033,8,13
8193032,3,15
8292001,22,20
7894005,9,14
7996049,13,16
7890001,16,2
8495082,15,1
8695016,22,24
8695005,16,19
8695006,23,4
7495001,6,13
7694001,3,16
7695009,0,12
7891010,1,8
7891001,4,8
7991001,4,19
7891029,13,23
7891023,19,20
7891017,13,9
7891004,19,23
7891014,6,18
7891030,1,10
7891008,24,20
7790005,21,0
7790007,9,4
